Row,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,y
689,29,1,0,0,A,15,17,4,38,154,166.8,191.1,beta,0,0,404,1,0,1,0,0,0,0,0,0,0,0,0,62,0,0,812,0,344,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,0,-1
690,28,1,1,1,A,2,11,8,30,152.1,146.1,189.2,beta,1,0,656,1,0,1,0,0,0,1,0,0,0,0,0,102,0,0,562,0,744,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Mp,NPT,1,-1
691,28,1,0,1,A,12,17,14,28,151.3,80.2,195.8,beta,0,1,404,0,0,1,0,0,0,0,0,0,0,0,0,117,1,1,624,0,588,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mm,NST,1,-1
692,30,0,0,1,C,16,11,5,36,100.6,144.1,3.8,alpha,0,0,121,1,0,1,0,0,0,0,0,0,0,0,0,71,0,0,937,0,300,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NPT,1,-1
693,30,1,1,1,A,8,9,11,23,46.8,15.3,16.7,beta,1,0,454,1,0,0,0,0,0,0,0,1,0,0,0,329,0,0,624,0,322,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mp,NPT,1,1
694,30,0,1,0,B,16,3,6,28,127.5,97.8,159.3,alpha,0,0,404,1,0,0,0,0,1,0,0,1,0,0,0,145,0,0,874,0,322,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mp,NST,0,1
695,23,1,1,0,D,3,11,8,24,147.7,180.1,143.1,chi,0,0,242,1,1,0,0,0,0,0,0,0,0,1,0,118,0,0,687,0,333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mp,ST,1,-1
696,39,1,1,1,A,17,9,13,33,79.3,54.2,55.9,beta,0,0,505,1,0,0,0,0,0,0,0,1,0,0,0,156,0,0,874,0,622,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Mp,NPT,1,1
697,44,1,1,1,A,9,2,6,25,64,106.6,191.9,beta,1,0,505,1,0,1,0,0,0,0,0,0,0,0,0,128,0,0,999,0,744,0,0,1,0,0,0,0,0,0,79,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,1,1
698,30,0,1,1,E,5,1,15,20,60.7,5.7,97,beta,1,0,30,1,0,0,0,0,0,0,0,1,0,0,0,56,0,0,624,0,866,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Mp,PT,1,1
699,32,1,1,1,A,9,14,3,17,87.7,188.2,74.2,beta,0,0,505,1,0,0,0,0,0,0,0,1,0,0,0,101,0,0,937,0,400,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
700,32,1,0,1,A,18,11,18,23,187.9,105.6,17,beta,1,0,353,1,1,0,0,0,0,0,0,0,0,1,0,117,0,1,562,0,655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NPT,1,-1
701,25,0,0,1,D,15,0,0,29,125,159.4,128.3,alpha,0,0,605,1,0,1,0,0,0,0,0,0,0,0,0,176,0,0,624,0,633,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mk,PT,0,-1
702,24,1,0,1,A,6,9,1,28,115.6,161.8,175.5,beta,1,0,525,1,1,0,0,0,0,0,0,0,0,0,0,185,0,0,562,0,644,0,0,0,0,0,0,0,1,1,86,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mp,NPT,0,1
703,27,0,0,1,C,4,16,3,31,147.9,14.4,140.4,chi,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,86,0,0,812,0,533,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Mm,NPT,1,-1
704,27,1,1,1,A,14,1,11,31,156.6,153.3,183.3,beta,1,0,505,1,0,0,0,0,0,0,0,1,0,0,0,148,0,0,250,0,666,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
705,35,0,0,1,D,7,3,1,27,36.2,157,69.1,beta,1,0,404,0,0,0,0,0,0,0,0,1,0,0,0,128,0,0,874,1,344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,Ma,NST,0,-1
706,32,1,1,1,A,15,8,7,32,112.9,12.1,130.8,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,117,0,0,562,0,278,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
707,29,1,1,1,A,17,2,10,43,177.4,76.1,194.6,beta,0,0,353,1,0,0,0,0,0,0,0,0,1,0,0,99,0,0,624,0,278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Mp,NPT,0,-1
708,29,1,1,1,A,7,18,18,23,36.5,15.5,187,beta,0,0,81,1,0,0,0,0,1,0,0,1,0,0,0,32,0,0,874,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Mp,NPT,1,-1
709,26,1,0,1,A,7,2,7,27,93.2,140,110.1,beta,1,0,505,1,0,0,0,0,0,0,0,1,0,0,0,21,0,0,874,0,400,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,1
710,33,1,1,0,C,16,2,5,27,39.1,31.2,38.5,alpha,1,0,464,1,0,0,0,0,0,0,0,1,0,0,0,87,0,0,624,0,389,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mm,PT,1,-1
711,31,1,0,0,B,7,6,11,26,62.5,4.1,74.7,beta,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,562,1,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Mp,NST,1,-1
712,26,1,1,1,B,15,1,6,30,170.1,160.4,135.6,chi,1,0,605,1,0,1,0,0,0,0,0,0,0,0,0,127,0,0,437,0,411,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Mm,NST,1,-1
713,34,1,1,1,A,3,0,0,31,8.1,24.7,146,beta,0,0,454,1,0,0,0,0,0,0,0,1,0,1,0,40,0,0,624,0,477,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
714,33,0,1,0,C,5,16,5,29,79.8,21.2,16.7,alpha,1,0,454,1,0,0,0,0,0,0,0,1,0,0,0,67,0,0,749,0,389,0,0,0,433,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mm,NPT,1,1
715,32,1,0,1,A,11,9,5,33,16.7,173.2,12.2,beta,0,0,404,1,0,1,0,0,0,0,0,0,0,0,0,121,0,0,874,0,466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,1,-1
716,30,1,1,0,A,7,17,14,28,88.1,17.5,77.2,beta,0,0,605,1,0,0,0,1,0,0,0,1,0,0,0,111,0,0,999,0,666,0,0,0,0,0,0,0,0,0,77,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,1
717,26,1,0,1,A,11,14,4,30,161.7,45.4,141.2,chi,1,0,454,0,0,1,0,0,0,0,0,0,0,0,0,96,1,0,874,0,377,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Ma,NST,1,1
718,26,0,1,1,A,2,16,4,22,178,35.8,53.4,beta,1,0,434,1,1,0,0,0,0,0,0,0,0,0,0,21,0,0,562,0,400,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Mp,NPT,0,-1
719,34,1,1,0,E,8,1,9,40,195.3,57.2,166,chi,1,0,161,1,0,1,0,0,0,0,0,0,0,0,0,240,0,0,812,0,566,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mm,PT,0,-1
720,30,1,1,1,B,11,0,6,32,129.9,114.7,189.8,beta,0,0,505,1,0,0,0,0,0,0,1,1,0,0,0,134,0,0,562,0,266,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mp,NST,1,-1
721,32,1,1,1,A,4,1,9,20,181.3,23.1,126,beta,0,0,383,1,1,0,0,0,0,0,0,0,0,1,0,257,0,0,624,0,411,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mp,NPT,0,-1
722,28,1,1,1,E,14,6,1,28,118.5,129.9,158.1,chi,0,0,454,1,1,0,0,0,0,0,0,0,0,0,0,149,0,0,562,0,599,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NST,1,-1
723,40,1,1,0,B,8,8,16,32,35.4,9.6,80.9,chi,1,0,404,1,0,0,0,1,0,0,0,1,0,0,0,157,0,0,999,0,666,0,0,0,436,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Ma,NST,1,1
724,36,0,1,0,C,13,5,11,18,189.8,39.7,96.6,chi,1,1,81,1,0,1,0,0,0,0,0,0,0,0,0,117,0,0,562,0,255,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Mm,PT,1,-1
725,28,1,1,1,A,17,18,13,34,42.6,57.9,118.1,beta,1,0,404,1,0,0,0,0,0,0,0,1,0,0,0,93,0,0,624,0,278,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mp,NPT,1,-1
726,25,1,1,1,C,5,10,16,22,135.8,133.4,40,alpha,1,0,404,1,0,0,0,0,0,0,0,1,0,0,0,54,0,0,562,0,366,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Ma,NPT,1,-1
727,28,1,1,1,A,15,14,7,34,120.6,69.3,71,beta,1,0,656,1,0,0,0,0,0,0,0,1,0,0,0,190,0,0,624,0,311,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mp,NPT,1,-1
728,24,0,1,1,A,17,6,10,35,188.3,27.2,105.8,beta,1,0,303,1,0,0,0,0,0,0,0,0,0,0,0,139,0,0,624,0,222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Mp,NPT,0,-1
729,27,0,0,1,A,4,6,8,39,97.1,47.3,167.9,beta,1,0,404,1,0,0,0,1,0,0,0,1,0,0,0,72,0,0,624,0,511,0,0,0,399,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
730,33,0,0,1,A,18,3,9,34,47.8,51,109.8,beta,1,0,404,1,0,1,0,0,0,0,0,0,0,0,0,132,0,0,624,0,444,0,0,0,307,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Mp,NPT,1,-1
731,26,0,0,1,A,17,13,11,34,171.1,190.6,128.6,beta,0,0,383,1,0,1,0,0,0,0,0,0,1,0,0,21,0,0,562,0,577,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NPT,1,-1
732,23,1,0,0,A,5,4,9,30,68.2,170.1,175.2,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,116,0,0,812,0,477,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,1
733,28,1,1,1,A,9,5,11,32,24.9,29,130.2,beta,1,0,404,1,0,0,0,1,0,0,0,1,0,0,0,170,0,0,812,0,577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,0,-1
734,26,1,1,0,B,0,10,17,30,114.8,85.6,7.4,beta,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,188,0,0,624,0,244,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Mm,NST,1,-1
735,28,1,1,1,A,2,4,17,28,158.3,99,157.5,beta,0,0,404,1,0,1,0,0,0,0,0,0,0,1,0,133,0,0,562,0,622,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NPT,1,-1
736,21,0,1,1,A,16,15,14,38,115.5,56.5,2.1,chi,0,0,353,1,0,0,0,0,0,0,0,0,0,0,0,145,0,0,624,0,233,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Mm,NST,1,-1
737,29,1,1,1,A,3,2,10,28,111.3,149,160.1,beta,0,0,404,0,1,0,0,0,0,0,0,0,0,0,0,89,1,0,874,0,488,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,1,-1
738,38,1,1,1,B,2,4,7,24,22.7,88.4,54,chi,1,0,373,1,0,1,0,0,0,0,0,0,0,0,0,221,0,0,874,0,300,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mm,NST,1,-1
739,26,1,1,1,C,9,16,10,25,144.9,171.7,131.9,chi,0,0,404,1,0,0,0,0,0,0,0,1,0,1,0,126,0,0,874,0,511,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Mm,NST,0,-1
740,30,1,0,1,B,4,2,1,26,5.6,31.5,38.3,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,66,0,0,624,0,566,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mk,NST,1,1
741,32,1,1,1,A,5,1,3,38,49.7,54.4,134.2,chi,0,1,484,1,0,0,0,0,0,0,0,1,0,0,0,94,0,0,624,0,511,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mm,NPT,1,1
742,30,0,1,1,A,9,16,11,29,191.4,32.4,29.5,beta,0,0,404,0,0,1,0,0,0,0,0,0,0,0,0,108,0,0,812,1,278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,0,-1
743,30,1,1,0,A,3,13,3,31,49.3,142.9,179.7,beta,0,0,605,1,0,0,0,0,0,0,0,1,0,0,0,68,0,0,874,0,500,0,0,0,0,0,1,0,0,1,150,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,1
744,26,1,1,1,C,12,15,17,29,174.2,83.4,30,alpha,0,0,353,1,0,0,0,0,1,0,0,1,0,1,0,145,0,0,749,0,466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mm,PT,1,1
745,33,1,1,1,B,3,3,12,27,68.8,111.6,196.5,chi,0,0,505,1,0,0,0,0,0,0,0,1,0,0,0,125,0,0,624,0,622,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mm,ST,1,1
746,32,1,1,0,A,14,10,10,25,9.2,112.1,74.8,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,21,0,0,812,0,633,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mp,NPT,0,-1
747,26,0,1,0,A,2,12,11,33,136,34.3,191.2,chi,1,0,404,1,0,0,0,0,0,0,0,0,0,0,0,185,0,0,624,0,233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Mm,NST,1,-1
748,36,0,0,1,D,15,9,5,26,113.8,156.3,82.2,beta,1,0,605,1,0,0,0,0,0,0,0,1,0,0,0,108,0,0,812,0,633,1,0,0,0,0,1,0,0,0,77,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mm,NST,1,1
749,27,1,0,1,A,16,15,3,25,185,48.9,29.5,beta,0,0,505,1,0,1,0,0,0,0,0,0,0,0,0,23,0,0,500,0,311,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,1,-1
750,25,1,1,1,A,2,18,10,26,190.6,67.4,119.2,beta,0,0,303,1,0,1,0,0,0,0,0,0,0,0,0,150,0,0,812,0,255,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Mp,NPT,1,-1
751,35,1,1,1,A,16,2,18,30,30,110.5,152.9,beta,0,0,404,1,0,0,0,0,0,1,0,1,0,0,0,93,0,0,437,0,522,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
752,29,1,1,1,A,9,14,17,28,194.5,85.9,49.2,beta,1,0,605,1,0,0,0,0,0,0,0,1,0,0,0,128,0,0,812,0,466,1,0,0,453,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,1
753,30,0,0,1,E,7,5,2,38,179.4,25,50.7,chi,0,0,605,0,0,0,0,0,0,0,0,1,1,0,0,84,0,0,562,1,477,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Ma,NST,1,-1
754,28,1,1,0,A,9,6,11,38,60.2,133,32.9,beta,0,0,121,1,0,0,0,1,0,0,0,0,0,0,0,141,0,0,624,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Mp,NPT,0,-1
755,38,1,1,1,A,7,5,16,40,56.9,59.7,5.9,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,76,0,0,312,0,433,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
756,32,1,0,1,A,3,14,9,34,10.2,161.8,48.9,beta,0,0,353,1,0,0,0,0,0,0,0,1,0,0,0,85,0,0,812,0,400,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
757,31,0,0,0,D,4,14,6,30,100.6,121.4,133.2,alpha,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,303,1,0,375,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,Mp,NST,1,-1
758,29,0,1,1,B,6,12,12,32,161.3,12.6,104.1,beta,0,0,505,0,0,0,0,0,0,0,0,1,0,0,0,162,1,0,624,0,377,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Ma,NPT,0,-1
759,34,1,0,1,E,1,15,9,42,107.5,198.9,29.2,chi,1,0,424,1,0,0,0,0,0,0,0,1,1,0,0,52,0,0,687,0,344,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mk,NST,1,-1
760,29,1,1,0,A,6,8,3,31,49.4,114.2,102.7,beta,0,0,404,0,0,0,0,0,0,0,0,1,0,0,0,67,0,0,562,1,400,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Mp,NPT,0,-1
761,33,0,1,0,D,18,6,6,27,92,60.9,51.8,alpha,0,0,404,1,0,0,0,0,0,0,1,1,0,0,0,39,0,0,562,0,433,0,0,0,0,0,0,0,0,1,73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mm,NST,1,1
762,28,1,1,1,C,5,13,18,27,189.5,78,41.4,chi,0,0,424,1,1,0,0,0,0,1,0,0,0,0,0,104,0,0,562,0,666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Mm,NPT,1,-1
763,38,1,0,1,A,2,14,2,24,28.1,104.8,148.9,beta,1,0,404,1,0,1,0,0,0,0,0,0,0,0,0,162,0,0,562,0,422,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NPT,0,-1
764,27,1,1,1,A,3,4,2,30,91.8,125.2,100.8,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,198,0,0,624,0,300,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
765,32,1,1,0,A,15,18,14,41,143.6,150,54.6,beta,1,0,404,1,0,0,0,0,0,0,0,1,0,0,0,117,0,0,562,0,533,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mp,NPT,1,-1
766,27,1,0,1,A,13,14,18,22,51.2,193.5,101.2,beta,0,0,404,1,0,0,1,0,0,0,0,0,0,0,0,222,0,0,749,0,500,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Mp,NPT,1,-1
767,37,1,1,1,E,8,8,7,35,134.7,68.5,171.5,beta,1,0,505,1,0,0,0,0,0,0,0,1,0,0,0,101,0,0,687,0,477,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Ma,PT,1,1
768,36,1,1,1,B,18,11,18,27,129.2,65.9,91.5,chi,1,0,404,1,0,0,0,0,0,0,0,1,0,0,0,72,0,0,562,0,422,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Ma,NST,0,-1
769,35,1,0,0,E,13,18,16,28,170.1,47.4,158.6,alpha,0,0,353,1,0,1,0,0,0,0,0,0,0,0,0,191,0,0,312,0,211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,Mm,PT,1,-1
770,39,1,1,1,A,14,15,11,40,47.4,165.1,140.1,beta,0,0,353,1,1,0,0,0,0,0,0,0,0,0,0,64,0,0,375,0,411,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NPT,0,-1
771,23,1,0,0,D,8,7,4,29,53.5,176.8,142.4,beta,0,0,404,1,0,1,0,0,0,0,0,0,0,0,0,85,0,0,562,0,400,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NST,1,-1
772,37,1,1,1,A,8,1,15,16,11.2,158.2,96.4,beta,0,0,404,1,1,0,0,0,0,0,0,0,0,1,0,173,0,0,624,0,311,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mp,NPT,0,-1
773,26,0,0,1,E,2,18,7,36,12.8,156.8,171,beta,0,0,202,1,0,0,0,0,0,0,0,0,1,0,0,77,0,0,375,0,189,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Mm,NST,1,-1
774,30,0,1,1,E,13,9,11,31,181.9,14.4,192,chi,1,0,454,1,0,0,0,0,0,0,0,1,0,0,0,43,0,0,624,0,533,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Ma,NST,1,-1
775,29,1,0,0,A,5,14,7,29,85.2,17.3,29.5,beta,0,0,605,1,1,0,0,0,0,0,0,0,0,0,0,124,0,0,562,0,477,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mp,NPT,1,-1
776,28,0,1,0,A,16,0,17,27,16.8,60.9,50,chi,0,0,353,1,1,0,0,0,0,0,0,0,0,0,0,111,0,0,687,0,544,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Ma,NST,1,-1
777,34,1,1,0,A,3,15,1,28,166.8,44.6,35.2,beta,1,0,252,1,0,0,0,0,0,0,0,0,0,0,0,209,0,0,562,0,211,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,Mp,PT,0,-1
778,25,1,0,0,E,10,9,18,36,195.4,78.3,170.8,beta,0,0,404,1,0,0,0,0,0,0,0,1,0,0,0,95,0,0,250,0,744,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Mp,NST,1,-1
779,29,1,1,1,A,13,3,6,28,95.1,8.6,132,beta,0,0,404,0,1,0,0,0,0,0,0,0,0,0,0,101,1,0,687,0,544,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NPT,0,-1
780,36,1,1,1,A,1,15,0,46,150.5,182.3,64.7,chi,1,0,404,1,0,0,0,0,1,0,0,1,0,0,0,92,0,0,562,0,311,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Mp,NST,0,-1
781,28,0,0,1,A,16,16,0,33,33.9,83.3,102.1,alpha,1,0,706,1,0,1,0,0,0,0,0,0,0,1,0,148,0,0,562,0,300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Mm,PT,1,-1
